1116,184
803,183
971,791
1101,820
908,859
631,715
825,830
336,268
1265,521
728,278
44,642
935,16
902,693
825,310
689,702
336,88
982,274
364,418
485,64
172,892
621,712
261,208
382,516
867,428
1287,802
833,871
67,807
321,472
1289,703
355,586
760,331
748,274
771,80
821,728
924,252
75,855
657,157
1141,360
959,386
797,415
271,376
1049,208
343,768
1280,619
385,373
55,737
92,722
80,469
1138,2
1039,630
172,767
671,74
806,523
686,448
346,520
1089,64
853,540
251,198
674,183
582,26
1109,56
88,707
354,798
545,754
865,74
1178,784
681,351
607,686
228,313
1061,571
624,387
753,380
25,427
1183,632
1138,127
263,635
1009,431
810,213
135,812
35,474
45,290
947,28
221,150
1002,744
736,469
23,845
679,326
1257,812
1058,859
969,359
72,226
457,353
786,514
75,407
1061,323
460,75
616,254
1133,462
201,56
835,186
132,617
746,856
714,779
833,583
865,77
710,238
1034,830
537,324
309,259
373,268
30,617
1193,820
25,602
1146,386
59,773
1009,462
1274,418
492,834
609,521
460,782
271,513
718,296
83,264
1287,92
129,182
79,168
862,645
428,694
478,728
771,277
375,152
348,828
428,246
753,319
469,703
313,561
903,717
1238,588
1260,382
1042,252
358,169
539,119
928,826
353,770
318,675
358,281
565,637
161,390
597,184
587,38
817,495
975,301
1039,14
1019,476
47,885
1113,4
219,459
244,168
18,631
785,802
308,520
247,269
992,667
907,696
920,330
440,494
547,435
1131,708
631,568
271,883
77,859
1123,662
288,254
306,619
607,14
678,588
191,306
664,178
80,362
132,611
1180,514
1175,812
20,795
1099,80
572,726
1064,201
850,564
282,247
1096,38
50,512
547,98
1208,344
226,591
1289,479
92,274
1173,796
1110,306
358,725
1232,383
18,318
619,522
654,620
664,268
967,544
621,778
132,731
803,260
1028,112
788,632
82,166
1210,486
281,77
75,646
579,199
97,823
653,399
580,665
974,43
547,494
674,711
1230,425
313,544
477,311
753,823
117,189
765,140
27,318
599,1
600,292
884,761
1138,892
903,269
600,82
999,372
621,30
571,264
877,130
677,31
89,637
1114,156
12,448
108,630
375,742
736,89
873,364
88,35
566,61
862,249
935,437
788,523
783,866

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
